age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,-1,0,unknown,yes
59,technician,married,secondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,yes
49,technician,married,secondary,yes,410,no,no,cellular,27,aug,117,7,-1,0,unknown,no
33,technician,divorced,secondary,no,3,no,no,cellular,4,feb,222,1,-1,0,unknown,no
29,admin.,single,secondary,no,163,yes,yes,unknown,16,may,803,1,-1,0,unknown,yes
42,management,single,secondary,no,9720,no,no,cellular,5,aug,81,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,2297,no,no,telephone,31,jul,16,4,-1,0,unknown,no
32,housemaid,married,primary,no,7,no,yes,unknown,27,jun,110,1,-1,0,unknown,no
56,management,single,primary,no,109,no,yes,telephone,17,nov,124,1,129,18,other,no
58,management,married,tertiary,no,648,no,no,cellular,8,aug,110,2,-1,0,unknown,no
28,self-employed,single,tertiary,no,226,no,yes,cellular,8,jul,191,1,-1,0,unknown,no
40,entrepreneur,divorced,secondary,no,201,yes,no,cellular,9,feb,25,2,-1,0,unknown,no
45,blue-collar,single,secondary,no,3727,no,no,cellular,6,oct,572,1,-1,0,unknown,no
77,retired,married,primary,no,3324,no,no,cellular,13,may,289,1,91,5,success,yes
38,management,married,secondary,no,93,no,no,unknown,3,jul,515,2,-1,0,unknown,no
38,unemployed,single,tertiary,no,560,no,no,cellular,29,jan,316,1,-1,0,unknown,no
28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,1,-1,0,unknown,yes
58,management,divorced,tertiary,no,108,no,no,cellular,12,aug,231,4,-1,0,unknown,no
40,admin.,married,secondary,no,-283,no,no,unknown,20,jun,253,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,yes
34,management,married,tertiary,no,0,yes,no,unknown,21,may,88,2,-1,0,unknown,no
22,services,single,secondary,no,361,no,no,telephone,1,sep,232,1,86,6,failure,no
54,technician,married,secondary,no,13,yes,no,cellular,18,nov,145,2,-1,0,unknown,no
54,technician,divorced,tertiary,no,2133,no,no,cellular,18,nov,176,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,820,no,no,cellular,19,oct,98,1,-1,0,unknown,yes
33,unemployed,single,tertiary,no,850,no,no,cellular,4,may,324,3,-1,0,unknown,no
32,technician,married,secondary,no,282,yes,no,cellular,4,may,257,2,-1,0,unknown,no
51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,no
54,technician,married,secondary,no,3994,no,yes,cellular,20,oct,595,2,187,2,success,yes
57,retired,married,secondary,no,657,no,no,cellular,5,aug,454,1,-1,0,unknown,no
40,entrepreneur,divorced,secondary,no,2998,yes,no,cellular,18,jul,623,3,-1,0,unknown,yes
52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274,2,-1,0,unknown,no
25,services,single,unknown,no,-501,yes,yes,unknown,18,jun,156,3,-1,0,unknown,no
30,technician,single,secondary,no,0,no,no,cellular,13,aug,173,4,562,1,failure,no
41,admin.,married,secondary,no,158,yes,no,cellular,13,may,426,1,50,2,failure,no
53,blue-collar,married,secondary,no,2047,no,no,telephone,30,jul,342,6,-1,0,unknown,no
36,management,single,tertiary,no,688,no,no,cellular,25,feb,293,3,268,2,failure,no
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
51,technician,married,tertiary,no,0,no,no,cellular,7,may,662,2,66,2,success,yes
38,blue-collar,married,secondary,no,526,yes,yes,unknown,23,may,553,2,-1,0,unknown,no
47,admin.,married,secondary,no,411,yes,no,cellular,13,may,157,1,-1,0,unknown,no
23,management,single,tertiary,no,2605,yes,no,unknown,7,may,278,6,-1,0,unknown,no
35,blue-collar,single,primary,no,-4,yes,no,cellular,18,may,178,1,-1,0,unknown,no
47,management,divorced,tertiary,no,310,no,no,cellular,29,aug,136,2,-1,0,unknown,no
51,services,divorced,secondary,no,974,yes,yes,cellular,29,jul,255,4,-1,0,unknown,no
38,technician,single,secondary,no,8381,no,no,cellular,21,nov,98,1,-1,0,unknown,no
31,housemaid,single,tertiary,no,399,yes,no,cellular,6,may,333,1,-1,0,unknown,no
50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no
30,technician,single,secondary,no,486,no,no,cellular,28,jan,335,3,-1,0,unknown,no
45,technician,married,tertiary,no,115,no,no,cellular,16,dec,147,1,194,1,other,no
56,management,married,secondary,no,1502,no,no,telephone,31,jul,119,11,-1,0,unknown,no
60,blue-collar,married,secondary,no,414,no,no,cellular,4,feb,147,1,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,20,aug,179,2,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,4,may,417,2,-1,0,unknown,no
54,services,married,secondary,no,6376,no,no,cellular,13,aug,274,3,-1,0,unknown,no
40,technician,married,secondary,no,296,no,no,cellular,31,jul,253,2,-1,0,unknown,no
46,housemaid,married,primary,no,304,no,no,cellular,22,aug,166,5,-1,0,unknown,no
22,services,single,secondary,no,279,yes,no,unknown,13,may,270,1,-1,0,unknown,no
50,management,married,tertiary,no,3284,yes,no,unknown,9,may,51,3,-1,0,unknown,no
38,admin.,single,secondary,no,626,no,no,cellular,2,jun,132,4,-1,0,unknown,no
32,management,single,tertiary,no,11,yes,yes,cellular,5,may,399,1,-1,0,unknown,no
45,blue-collar,married,primary,no,1992,yes,no,unknown,15,may,163,1,-1,0,unknown,no
38,entrepreneur,married,primary,no,21,yes,no,cellular,25,jul,65,4,-1,0,unknown,no
54,blue-collar,married,secondary,no,3002,no,no,cellular,13,aug,110,4,-1,0,unknown,no
44,management,married,tertiary,no,1802,no,no,telephone,19,aug,105,5,-1,0,unknown,no
29,admin.,single,secondary,no,1751,no,no,cellular,30,jan,150,1,-1,0,unknown,no
31,technician,married,tertiary,no,1503,yes,yes,cellular,8,aug,257,2,-1,0,unknown,no
43,management,married,tertiary,no,1,no,no,cellular,22,aug,239,4,-1,0,unknown,no
33,admin.,single,tertiary,no,2,no,no,cellular,29,jan,132,2,-1,0,unknown,no
32,management,married,tertiary,no,1501,yes,no,unknown,23,may,70,6,-1,0,unknown,no
68,retired,married,primary,no,2301,no,no,cellular,14,aug,90,3,120,1,failure,no
39,blue-collar,married,primary,no,5,yes,no,unknown,21,may,167,1,-1,0,unknown,no
43,services,married,secondary,no,823,yes,no,unknown,14,may,293,3,-1,0,unknown,no
37,services,divorced,secondary,no,1472,yes,no,cellular,3,feb,126,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,8444,yes,no,cellular,17,apr,39,2,324,1,other,no
39,technician,married,secondary,no,251,yes,no,cellular,17,jul,342,2,-1,0,unknown,yes
59,admin.,married,secondary,no,479,no,no,unknown,18,jun,326,1,-1,0,unknown,no
44,housemaid,married,secondary,no,281,yes,no,unknown,8,may,604,1,-1,0,unknown,no
59,unemployed,married,secondary,no,1625,no,no,cellular,4,aug,198,1,180,2,success,yes
33,self-employed,married,tertiary,no,263,no,no,cellular,14,aug,257,1,102,2,failure,no
45,self-employed,married,secondary,no,2278,no,no,unknown,17,nov,1735,2,-1,0,unknown,no
40,services,married,secondary,no,1358,no,no,unknown,19,jun,96,1,-1,0,unknown,no
40,management,married,tertiary,no,-65,no,yes,cellular,21,jul,65,2,-1,0,unknown,no
44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,unknown,yes
40,technician,married,secondary,no,109,yes,no,unknown,6,may,147,2,-1,0,unknown,no
48,management,married,tertiary,no,4803,no,no,telephone,4,feb,413,6,-1,0,unknown,no
34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,no
42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
44,entrepreneur,married,secondary,no,1442,no,no,cellular,18,nov,280,2,-1,0,unknown,no
45,blue-collar,married,unknown,no,909,yes,no,cellular,30,jan,166,1,262,1,other,no
31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,yes
49,retired,married,primary,no,3478,no,no,unknown,11,jun,484,5,-1,0,unknown,no
50,technician,married,secondary,no,-70,yes,yes,cellular,21,jul,357,1,-1,0,unknown,no
44,technician,married,secondary,no,5597,no,no,unknown,20,jun,27,3,-1,0,unknown,no
42,admin.,single,secondary,no,-76,yes,no,unknown,5,may,787,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,-237,yes,yes,cellular,20,apr,379,3,320,2,other,no
36,unemployed,divorced,secondary,no,8267,no,no,unknown,18,jun,321,2,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,2442,no,no,cellular,3,feb,145,1,-1,0,unknown,no
34,management,single,tertiary,no,275,no,no,cellular,2,aug,196,2,455,23,other,yes
43,technician,married,secondary,no,212,yes,no,unknown,14,may,78,1,-1,0,unknown,no
37,admin.,married,secondary,no,641,yes,no,unknown,5,jun,42,1,-1,0,unknown,no
31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,112,1,180,2,failure,no
38,management,married,tertiary,yes,540,no,no,cellular,18,nov,205,1,-1,0,unknown,no
30,technician,married,secondary,no,13,yes,yes,cellular,24,jul,205,1,-1,0,unknown,no
32,management,single,tertiary,no,703,yes,no,cellular,17,apr,200,3,-1,0,unknown,no
54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,-1,0,unknown,yes
44,blue-collar,married,secondary,no,215,no,yes,cellular,28,jul,180,5,-1,0,unknown,no
32,services,single,tertiary,no,748,yes,no,cellular,18,may,166,2,357,2,other,no
42,technician,married,secondary,no,422,yes,no,cellular,16,jul,400,1,-1,0,unknown,no
36,blue-collar,married,primary,no,453,yes,no,cellular,16,apr,176,1,330,2,failure,no
37,blue-collar,married,unknown,no,1508,no,yes,unknown,6,jun,381,2,-1,0,unknown,yes
60,retired,married,secondary,no,926,yes,no,unknown,13,may,291,2,-1,0,unknown,no
39,management,married,tertiary,no,2877,yes,no,unknown,6,may,278,1,-1,0,unknown,no
32,management,single,tertiary,no,656,yes,yes,cellular,20,apr,148,2,-1,0,unknown,no
38,blue-collar,single,secondary,no,340,no,yes,cellular,15,jul,260,5,-1,0,unknown,no
41,services,married,secondary,no,1141,yes,no,unknown,27,may,228,1,-1,0,unknown,no
35,technician,single,tertiary,no,296,no,no,cellular,22,aug,91,2,-1,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other,yes
50,management,married,primary,no,1458,no,no,cellular,28,jan,92,1,-1,0,unknown,no
45,technician,married,secondary,no,1732,no,no,cellular,7,aug,163,2,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
36,services,single,secondary,no,568,yes,no,cellular,15,may,140,3,364,2,failure,no
26,management,married,tertiary,no,265,no,no,cellular,30,jan,650,2,-1,0,unknown,no
31,technician,single,secondary,no,2377,yes,no,cellular,11,may,350,3,-1,0,unknown,no
28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318,2,-1,0,unknown,no
37,blue-collar,married,secondary,yes,1147,yes,yes,unknown,26,may,114,2,-1,0,unknown,no
32,unemployed,single,primary,yes,0,no,no,cellular,21,nov,149,1,-1,0,unknown,no
32,technician,married,tertiary,no,4089,no,no,cellular,26,may,114,7,287,3,failure,no
36,management,single,tertiary,no,10773,yes,no,cellular,18,may,89,1,-1,0,unknown,no
52,technician,married,unknown,no,9687,yes,no,cellular,19,nov,222,3,174,1,failure,no
42,services,divorced,secondary,no,241,yes,no,unknown,19,jun,405,2,-1,0,unknown,no
32,technician,single,secondary,no,562,yes,no,unknown,30,may,722,3,-1,0,unknown,yes
42,management,divorced,tertiary,no,0,no,no,telephone,19,aug,225,4,-1,0,unknown,no
26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,yes
51,blue-collar,married,primary,no,1080,no,yes,cellular,25,jul,110,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,5241,yes,no,unknown,29,may,158,1,-1,0,unknown,no
42,management,single,tertiary,no,1156,yes,no,unknown,4,jul,62,1,-1,0,unknown,no
36,housemaid,married,primary,no,531,no,no,cellular,28,apr,151,3,-1,0,unknown,no
31,management,single,tertiary,no,725,yes,no,cellular,28,jul,211,1,92,2,failure,no
33,management,married,secondary,no,588,yes,no,cellular,18,may,11,5,-1,0,unknown,no
40,housemaid,married,tertiary,no,0,no,no,unknown,6,oct,6,1,-1,0,unknown,no
30,management,single,tertiary,no,1636,no,no,unknown,6,jun,301,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,127,1,-1,0,unknown,no
31,services,married,secondary,no,2050,yes,no,cellular,18,nov,271,5,-1,0,unknown,no
32,technician,single,secondary,no,0,no,no,cellular,26,aug,181,2,-1,0,unknown,no
34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
58,technician,married,secondary,no,7554,no,no,telephone,9,feb,167,1,469,1,success,no
60,retired,divorced,tertiary,no,1349,no,yes,unknown,26,jun,198,2,-1,0,unknown,no
46,technician,divorced,secondary,no,164,yes,no,unknown,9,may,229,2,-1,0,unknown,no
44,technician,married,secondary,no,306,yes,no,cellular,28,jan,374,1,-1,0,unknown,no
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,no
44,technician,single,tertiary,no,643,no,no,cellular,16,oct,324,1,143,3,failure,yes
45,admin.,married,secondary,no,925,no,no,cellular,6,aug,406,2,-1,0,unknown,yes
42,entrepreneur,married,tertiary,no,859,no,no,cellular,29,jul,180,10,-1,0,unknown,no
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139,2,-1,0,unknown,no
38,entrepreneur,married,secondary,no,0,yes,yes,cellular,19,nov,418,2,-1,0,unknown,no
42,services,divorced,secondary,no,1043,yes,no,cellular,21,jul,97,3,-1,0,unknown,no
53,blue-collar,married,primary,no,655,yes,no,cellular,26,may,103,2,-1,0,unknown,no
49,services,married,primary,no,468,no,no,cellular,5,aug,608,2,-1,0,unknown,no
45,blue-collar,single,unknown,no,816,no,no,cellular,20,nov,279,3,-1,0,unknown,no
56,management,married,primary,no,93,yes,no,unknown,7,may,282,2,-1,0,unknown,no
54,management,divorced,secondary,no,2762,no,no,cellular,22,aug,309,7,-1,0,unknown,no
31,blue-collar,single,primary,no,-495,yes,no,unknown,29,may,334,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,1802,yes,no,unknown,3,jun,28,19,-1,0,unknown,no
31,admin.,married,secondary,no,3052,yes,yes,unknown,27,may,139,2,-1,0,unknown,no
48,management,married,tertiary,no,879,no,no,cellular,19,nov,136,3,-1,0,unknown,no
30,services,married,secondary,no,4,yes,no,cellular,11,jul,188,2,-1,0,unknown,no
59,management,married,tertiary,no,2540,no,no,cellular,16,jul,1432,5,-1,0,unknown,no
31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,nov,290,1,-1,0,unknown,no
36,management,divorced,tertiary,no,-1,no,no,cellular,26,feb,88,3,-1,0,unknown,no
63,housemaid,married,primary,no,3173,no,no,telephone,8,jul,154,1,-1,0,unknown,no
48,management,married,tertiary,yes,0,no,yes,unknown,18,jun,103,1,-1,0,unknown,no
39,management,single,tertiary,no,307,no,no,cellular,22,may,182,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,699,yes,yes,cellular,31,jul,576,10,-1,0,unknown,no
41,management,married,tertiary,no,2767,no,no,cellular,30,apr,75,1,-1,0,unknown,no
36,technician,divorced,secondary,no,3296,yes,no,cellular,17,nov,130,1,-1,0,unknown,no
51,management,married,tertiary,no,-20,no,no,cellular,19,nov,139,3,-1,0,unknown,no
51,management,married,tertiary,no,-714,no,no,cellular,18,jul,83,2,-1,0,unknown,no
51,admin.,married,secondary,no,1574,no,no,cellular,4,feb,149,2,-1,0,unknown,no
60,services,married,secondary,no,594,yes,no,cellular,3,feb,35,7,265,5,other,no
72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
34,admin.,married,secondary,no,96,no,no,cellular,29,aug,109,2,-1,0,unknown,no
70,retired,divorced,secondary,no,0,no,no,cellular,8,sep,206,1,-1,0,unknown,yes
50,blue-collar,married,secondary,no,2320,yes,no,cellular,7,apr,310,1,-1,0,unknown,no
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,unknown,yes
47,management,married,secondary,no,1077,no,no,cellular,31,jul,367,4,-1,0,unknown,no
36,management,married,tertiary,no,3949,no,no,cellular,28,jan,130,2,-1,0,unknown,yes
37,management,divorced,tertiary,no,88,no,no,cellular,2,feb,608,1,-1,0,unknown,no
47,entrepreneur,divorced,tertiary,no,0,no,no,unknown,5,jun,124,1,-1,0,unknown,no
49,management,married,tertiary,no,378,yes,no,unknown,5,may,230,1,-1,0,unknown,no
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
34,services,married,secondary,no,1005,yes,no,cellular,15,jul,274,3,-1,0,unknown,no
57,management,married,secondary,no,-868,yes,yes,cellular,23,jul,186,1,-1,0,unknown,no
39,entrepreneur,married,secondary,no,0,yes,no,unknown,15,may,171,10,-1,0,unknown,no
57,services,married,primary,no,443,no,no,telephone,17,jul,167,1,-1,0,unknown,no
32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,unknown,yes
48,services,married,secondary,no,-110,yes,no,cellular,20,apr,97,2,321,2,other,no
27,student,single,secondary,no,1925,no,no,cellular,22,may,190,1,-1,0,unknown,no
40,management,single,tertiary,no,27,no,no,cellular,27,aug,165,6,-1,0,unknown,no
29,technician,single,secondary,no,316,yes,yes,unknown,27,may,211,1,-1,0,unknown,no
58,retired,divorced,primary,no,720,no,no,telephone,22,may,250,1,94,4,success,no
30,blue-collar,married,primary,no,25,yes,no,cellular,13,may,51,1,-1,0,unknown,no
32,technician,single,secondary,no,316,no,no,cellular,26,aug,137,2,-1,0,unknown,no
24,student,single,secondary,no,139,no,no,cellular,9,sep,430,4,-1,0,unknown,yes
64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,success,yes
29,services,married,secondary,no,-753,yes,yes,unknown,23,may,98,1,-1,0,unknown,no
32,technician,married,secondary,no,484,yes,no,cellular,15,feb,83,6,187,3,success,yes
30,management,single,tertiary,no,409,yes,no,cellular,14,aug,120,4,-1,0,unknown,no
32,technician,single,secondary,no,-1,yes,no,cellular,12,may,37,1,-1,0,unknown,no
29,technician,single,secondary,no,825,no,no,cellular,25,jun,472,2,-1,0,unknown,yes
37,blue-collar,married,primary,no,89,yes,no,cellular,2,feb,393,1,245,4,failure,no
46,unknown,married,primary,no,0,no,no,telephone,25,may,87,2,-1,0,unknown,no
27,entrepreneur,single,secondary,no,2,yes,no,cellular,17,jul,25,1,-1,0,unknown,no
32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,129,1,-1,0,unknown,no
60,retired,divorced,tertiary,no,380,no,no,cellular,21,jul,219,1,-1,0,unknown,no
38,housemaid,married,secondary,no,1508,no,yes,cellular,8,jul,306,2,-1,0,unknown,no
48,management,married,secondary,no,0,yes,yes,cellular,3,nov,1233,1,351,2,failure,yes
42,management,married,tertiary,no,0,yes,no,cellular,15,jul,133,4,-1,0,unknown,no
29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure,yes
46,unemployed,single,tertiary,no,1808,no,no,cellular,21,nov,221,1,-1,0,unknown,no
60,retired,married,primary,no,751,yes,no,unknown,15,may,133,1,-1,0,unknown,no
34,admin.,married,secondary,no,-297,yes,no,cellular,15,may,92,4,353,3,failure,no
55,admin.,married,secondary,no,183,yes,no,unknown,6,may,150,1,-1,0,unknown,no
27,admin.,single,secondary,no,424,no,no,cellular,5,feb,248,4,189,13,other,no
50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,yes
54,technician,married,secondary,no,0,no,no,telephone,5,feb,744,3,-1,0,unknown,yes
42,management,single,secondary,no,900,yes,no,unknown,14,sep,6,1,524,7,other,no
51,admin.,married,secondary,yes,-160,no,yes,cellular,30,jul,118,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,yes,no,telephone,14,jul,305,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,1374,yes,no,cellular,17,apr,267,2,322,1,failure,no
49,management,married,secondary,no,0,no,no,unknown,9,jun,156,2,-1,0,unknown,no
39,management,single,tertiary,no,139,no,no,cellular,22,aug,109,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,300,yes,yes,unknown,19,may,126,3,-1,0,unknown,no
34,blue-collar,married,primary,no,-398,yes,no,cellular,27,feb,47,8,-1,0,unknown,no
48,blue-collar,single,secondary,no,44,yes,no,unknown,6,may,153,1,-1,0,unknown,no
24,blue-collar,married,primary,no,656,yes,no,unknown,16,may,894,1,-1,0,unknown,yes
35,management,married,tertiary,no,-547,yes,no,cellular,14,aug,101,2,-1,0,unknown,no
28,self-employed,single,tertiary,no,5215,no,no,cellular,2,jun,673,1,-1,0,unknown,no
36,management,married,tertiary,no,806,yes,no,unknown,20,may,280,1,-1,0,unknown,no
27,student,single,secondary,no,279,no,no,cellular,12,oct,323,1,-1,0,unknown,yes
41,entrepreneur,married,tertiary,no,0,yes,no,telephone,24,jul,552,16,-1,0,unknown,no
36,services,divorced,secondary,no,-330,yes,yes,unknown,27,may,207,2,-1,0,unknown,no
44,unemployed,married,primary,no,280,yes,no,unknown,5,jun,193,2,-1,0,unknown,no
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes
49,entrepreneur,single,secondary,no,259,no,no,cellular,13,may,149,1,-1,0,unknown,no
35,management,single,tertiary,no,6781,yes,no,cellular,15,may,19,6,-1,0,unknown,no
52,technician,married,secondary,no,98,yes,no,cellular,28,jan,103,1,245,2,failure,no
48,management,married,tertiary,yes,-13,yes,no,cellular,15,may,20,6,291,2,other,no
55,housemaid,married,primary,no,578,no,no,cellular,11,aug,189,2,-1,0,unknown,no
36,technician,single,secondary,no,1102,no,no,telephone,6,feb,236,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,2671,yes,yes,unknown,4,jun,423,2,-1,0,unknown,no
33,admin.,single,secondary,no,-15,no,no,telephone,12,may,326,3,350,2,failure,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,unknown,yes
32,management,married,tertiary,no,422,yes,no,cellular,3,feb,182,5,-1,0,unknown,no
25,management,married,tertiary,no,4461,no,no,cellular,11,mar,796,5,-1,0,unknown,yes
48,blue-collar,married,secondary,no,291,yes,no,cellular,23,jul,448,2,-1,0,unknown,no
40,management,married,tertiary,no,0,no,no,cellular,14,jul,109,8,-1,0,unknown,no
33,blue-collar,married,primary,no,331,yes,no,unknown,30,may,139,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,127,yes,no,cellular,5,may,195,1,-1,0,unknown,no
46,management,married,tertiary,no,0,no,no,cellular,15,jun,83,4,-1,0,unknown,no
30,management,single,tertiary,no,528,yes,no,unknown,8,may,145,4,-1,0,unknown,no
30,services,single,secondary,no,63,no,no,unknown,13,aug,75,1,-1,0,unknown,no
31,entrepreneur,single,secondary,no,0,yes,no,cellular,20,nov,258,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,1012,yes,yes,telephone,17,nov,69,1,-1,0,unknown,no
57,retired,married,tertiary,no,34,no,yes,cellular,28,jan,139,1,-1,0,unknown,no
38,services,married,secondary,no,-32,yes,no,unknown,7,may,154,2,-1,0,unknown,no
51,self-employed,single,tertiary,no,0,yes,no,cellular,11,jul,139,2,-1,0,unknown,no
33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no
30,management,single,tertiary,no,872,yes,no,cellular,15,may,61,1,298,2,failure,no
50,admin.,married,secondary,no,1019,yes,no,unknown,18,jun,76,1,-1,0,unknown,no
39,services,married,secondary,no,-378,yes,yes,cellular,22,jul,132,6,-1,0,unknown,no
45,entrepreneur,married,primary,no,276,yes,yes,cellular,14,may,586,1,364,1,failure,no
52,admin.,married,secondary,no,2323,yes,no,cellular,18,may,45,4,-1,0,unknown,no
40,management,married,tertiary,no,121,no,no,unknown,8,may,82,1,-1,0,unknown,no
42,services,married,secondary,no,86,yes,no,cellular,14,jul,385,3,-1,0,unknown,no
45,retired,divorced,secondary,no,187,yes,no,cellular,11,may,82,2,-1,0,unknown,no
26,student,single,tertiary,no,249,yes,no,cellular,11,may,445,2,371,1,other,no
34,admin.,single,secondary,no,79,yes,no,cellular,28,jul,219,3,-1,0,unknown,no
60,admin.,divorced,secondary,no,174,yes,no,cellular,15,may,241,1,364,1,failure,no
35,technician,married,secondary,no,548,no,no,cellular,18,aug,457,11,-1,0,unknown,no
50,technician,married,secondary,no,1824,yes,no,telephone,13,aug,767,8,-1,0,unknown,no
42,blue-collar,married,secondary,no,-145,yes,no,cellular,15,jul,231,3,-1,0,unknown,no
37,technician,married,secondary,no,1458,no,no,cellular,22,mar,344,1,326,1,success,no
52,management,divorced,tertiary,no,-299,no,no,cellular,29,jul,110,2,-1,0,unknown,no
35,services,single,secondary,no,49,no,no,cellular,30,jan,346,1,-1,0,unknown,no
37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,1,-1,0,unknown,yes
53,technician,single,tertiary,no,185,yes,no,cellular,8,may,1448,2,-1,0,unknown,yes
49,admin.,married,secondary,no,359,yes,no,cellular,2,feb,231,2,271,1,failure,no
42,technician,married,secondary,no,233,no,no,cellular,20,aug,143,4,-1,0,unknown,no
57,management,single,secondary,no,137,yes,no,unknown,4,jun,91,4,-1,0,unknown,no
49,blue-collar,married,primary,no,3028,yes,no,cellular,12,may,216,2,259,3,other,no
32,services,married,secondary,no,2833,yes,no,cellular,30,mar,415,1,-1,0,unknown,no
40,management,married,tertiary,no,2147,yes,no,unknown,30,may,115,1,-1,0,unknown,no
48,management,divorced,tertiary,no,1669,yes,no,unknown,3,jun,143,1,-1,0,unknown,no
60,retired,divorced,secondary,no,4974,yes,no,cellular,15,may,80,4,-1,0,unknown,no
46,admin.,divorced,secondary,no,207,yes,no,unknown,7,may,485,4,-1,0,unknown,no
57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no
46,management,married,tertiary,no,99,yes,no,cellular,23,jul,569,1,-1,0,unknown,no
55,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,653,no,no,unknown,11,jun,54,4,-1,0,unknown,no
29,services,married,secondary,no,399,no,no,cellular,2,jun,210,1,-1,0,unknown,no
27,management,single,tertiary,no,587,no,no,cellular,4,jun,101,3,-1,0,unknown,no
50,technician,divorced,unknown,no,2794,no,no,cellular,13,nov,350,5,93,2,success,no
37,management,married,tertiary,no,569,yes,no,unknown,30,may,92,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,-1,0,unknown,no
60,blue-collar,married,primary,no,3462,no,no,cellular,7,aug,125,2,-1,0,unknown,no
55,management,married,tertiary,no,543,no,no,cellular,7,aug,61,2,-1,0,unknown,no
30,management,single,tertiary,no,264,yes,no,cellular,18,may,36,2,370,2,other,no
39,services,married,secondary,no,733,no,no,unknown,16,jun,83,4,-1,0,unknown,no
57,management,married,secondary,no,7162,no,no,cellular,17,nov,83,1,-1,0,unknown,no
53,retired,married,primary,no,61,no,yes,cellular,10,jul,190,1,-1,0,unknown,no
50,management,married,secondary,no,5,no,no,unknown,3,jul,24,1,-1,0,unknown,no
31,management,single,tertiary,no,4319,yes,no,cellular,29,apr,153,4,161,1,failure,no
32,technician,single,secondary,no,1819,yes,no,cellular,20,apr,62,1,340,2,failure,no
